10 digit HTS,10 digit HTS Description,APHIS Flag,APHIS Flag Description,APHIS Primary Category Type,Category Code,APHIS Operational Program,Category Code Description,APHIS Secondary Category Type
0401.20.40.00,"MILK/CREAM OVER 1% BUT NOT OVER 6% FAT, ABOVE QUOTA",AQ1,APHIS Data May Be Required,AP0300 Animal Product,302,VS,Milk and Milk Products,N/A
0401.20.20.00,"MILK/CREAM OVER 1% BUT NOT OVER 6% FAT, WITHIN QUOTA",AQ1,APHIS Data May Be Required,AP0300 Animal Product,302,VS,Milk and Milk Products,N/A
0401.10.00.00,"MILK OR CREAM, BY WEIGHT, NOT CONTAINING OVER 1% FAT",AQ1,APHIS Data May Be Required,AP0300 Animal Product,302,VS,Milk and Milk Products,N/A
0308.90.01.00,"OTH,MOLLUSCS,LIVE FRESH OR CHILLED,FLR,MEALS,PELLETS,HUM CON",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"305, 318, 399",VS,"Animal Consumption Products or Manure, Fertilizers and Soil Amendments/Enhancers or Other Animal Products and by- products",N/A
0308.21.00.29,"OTHER,SEA URCHIN,LIVE FRESH/CILLED,FLRS,MEALS,PELLETS,HM CON",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"305, 318, 399",VS,"Animal Consumption Products or Manure, Fertilizers and Soil Amendments/Enhancers or Other Animal Products and by- products",N/A
0307.60.00.00,"SNAILS, OTHER THAN SEA SNAILS",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,713,PPQ,"Insects, earthworms, pathogens, and snails",N/A
0302.91.40.90,"Livers, roes, milt, fish fins, heads, tails, maws and other edible fish offal:: Other: Other",AQX,APHIS Data May Be Required [WARNING],AP0300 Animal Product,304,VS,"Food containing egg/egg products, and/or milk/milk products",N/A
0301.99.03.90,"LIVE FISH, OTHER, OTHER",flag not enforced,flag not enforced,AP0100 Live Animal,119,VS,Fin Fish,N/A
0301.99.03.15,"LIVE FISH, OTHER, BIGHEAD CARP",flag not enforced,flag not enforced,AP0100 Live Animal,119,VS,Fin Fish,N/A
0301.99.03.10,"FISH,OTHER,LIVE,TENCH(TINCA TINCA),SHEATFISH(SILURUS GLANIS)",flag not enforced,flag not enforced,AP0100 Live Animal,119,VS,Fin Fish,N/A
0301.93.02.90,"LIVE FISH, OTHER, OTHER CARP",flag not enforced,flag not enforced,AP0100 Live Animal,119,VS,Fin Fish,N/A
0301.93.02.10,"LIVE FISH, OTHER, CARP Grass carp (Ctenopharyngodon idellus), silver carp (Hypophthalmichthys molitrix) and bighead carp (Aristichthys nobilis) ",flag not enforced,flag not enforced,AP0100 Live Animal,119,VS,Fin Fish,N/A
0301.11.00.90,"FISH, LIVE, ORNAMENTAL, OTHER",flag not enforced,flag not enforced,AP0100 Live Animal,119,VS,Fin Fish,N/A
0301.11.00.20,"FISH, LIVE, ORNAMENTAL, GOLDFISH, CRUCIAN CARP",flag not enforced,flag not enforced,AP0100 Live Animal,119,VS,Fin Fish,N/A
0301.11.00.10,"FISH, LIVE, ORNAMENTAL, KOI CARP, CYPRINUS CARPIO",flag not enforced,flag not enforced,AP0100 Live Animal,119,VS,Fin Fish,N/A
0210.99.91.00,"OTHER, POULTRY MEAT, NOT HEADING 0105",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0210.99.20.00,"OTHER, MEAT OF POULTRY OF HEADING 0105",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0210.20.00.00,"MEAT OF BOVINE ANIMALS,SALTED,DRIED OR SMOKED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0210.19.00.90,"SWINE MEAT OTHER, SALTED,DRIED OR SMOKED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0210.19.00.10,"SWINE MEAT OTHER, CANADIAN STYLE BACON",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0210.12.00.40,OTHER BELLIES (STREAKY) AND CUTS THEREOF,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0210.12.00.20,BACON BELLIES (STREAKY) AND CUTS THEREOF,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0210.11.00.20,"MEAT OF SWINE, SHOLDERS AND CUTS THEREOF",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0210.11.00.10,HAMS AND CUTS THEREOF,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0209.90.00.00,"PIG FAT,OTHER,FREE OF LEAN MEAT AND POULTRY FAT",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0209.10.00.00,"PIG FAT,OF PIG,FREE OF LEAN MEAT AND POULTRY FAT",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0208.90.91.00,"OTHER MEAT AND EDIBLE OFFAL,FRESH, CHILLED OR FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0208.90.30.00,"QUAIL, EVISCERATED, NOT IN PIECES,FRESH CHILLED OR FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0208.90.20.00,"DEER MEAT AND EDIBLE OFFAL,FRESH CHILLED OR FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0208.60.00.00,"OTHER MEAT AND EDIBLE OFFAL,OF CAMELS AND OTHER CAMELIDS",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.60.60.40,"GUINEA FOWL, OTHER, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.60.60.20,"GUINEA FOWL,LIVERS,FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.60.40.00,"MEAT & OFFAL,GUINEA FOWL,OTHER,FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.60.30.00,"FATTY LIVERS OF GUNIEA FOWL,FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.60.20.00,"MEAT & EDIBLE OFFAL,GUINEA FOWL,NOT CUT; FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.60.10.00,"MEAT & EDIBLE OFFAL,GUINEA FOWL,NOT CUT; FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.55.00.40,"GEESE OTHER,FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.55.00.20,"GEESE, LIVERS, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.54.00.00,"MEAT & OFFAL,GEESE, OTHER, FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.53.00.00,FATTY LIVERS OF GEESE FRESH OR CHILLED,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.52.00.00,"MEAT & EDIBLE OFFAL,GEESE,NOT CUT; FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.51.00.00,"MEAT & EDIBLE OFFAL,GEESE,NOT CUT; FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.45.00.40,"DUCK, OTHER,FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.45.00.20,"DUCK,LIVERS,FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.44.00.00,"MEAT & OFFAL, DUCK, OTHER, FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.43.00.00,FATTY LIVERS OF DUCKS FRESH OR CHILLED,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.42.00.00,"MEAT & EDIBLE OFFAL,DUCK,NOT CUT; FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.41.00.00,"MEAT & EDIBLE OFFAL,DUCK,NOT CUT; FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.27.00.40,"CUTS AND OFFAL, OF TURKEYS, FROZEN, OTHER",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.27.00.20,"CUTS AND OFFAL, OF TURKEYS, FROZEN, LIVERS",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.26.00.00,"CUTS AND OFFAL, OF TURKEY, FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.25.40.00,"TURKEYS: VALUED $.88 OR MORE PER KG, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.25.20.00,"TURKEYS: VALUED LESS THAN $.88/KG, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.24.00.00,"TURKEYS NOT CUT IN PIECES, FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.14.00.40,"CUTS AND OFFAL, OF CHICKENS, FROZEN, OTHER",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.14.00.20,"CUTS AND OFFAL, OF CHICKENS, FROZEN, LIVERS",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.13.00.00,"CUTS AND OFFAL, OF CHICKENS, FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.12.00.40,"CHICKENS, OTHER, NOT CUT IN PIECES, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.12.00.20,"CHICKENS,YOUNG(BROILERS,FRYERS,ROASTERS,CAPONS) FRZN,NOT CUT",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.11.00.40,"CHICKENS,OTHER,NOT CUT;FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0207.11.00.20,"YOUNG (BROILERS, FRYERS, ROASTERS & CAPONS) FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0206.90.00.40,"EDIBLE OFFAL:GOATS, HORSES, ASSES, MULES OR HINNIES, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0206.90.00.20,EDIBLE OFFAL OF SHEEP(INCL LAMB) FROZEN,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0206.80.00.00,"OTHER EDIBLE OFFAL, FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0206.49.00.00,"OTHER EDIBLE OFFAL OF SWINE, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0206.41.00.00,FROZEN SWINE LIVERS,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0206.30.00.00,"EDIBLE OFFAL OF SWINE, FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0206.29.00.00,"EDIBLE OFFAL OF BOVINE, OTHER, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0206.22.00.00,"BOVINE LIVERS, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0206.21.00.00,"BOVINE TONGUES, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0206.10.00.00,"EDIBLE OFFAL OF BOVINE ANIMALS,FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0205.00.00.00,"MEAT OF HORSES, ASSES, MULES OR HINNIES, FRESH, CHILLED OR F",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.50.00.00,MEAT OF GOATS,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.43.40.00,"OTHER MEAT OF SHEEP, FROZEN, OTH THAN LAMB, BONELESS",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.43.20.00,"LAMB BONELESS, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.42.40.00,"OTHER CUTS, BONE IN, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.42.20.90,"LAMB,WITH BONE IN, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.42.20.30,"LAMB,WITH BONE IN, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.42.20.20,"LAMB,WITH BONE IN, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.42.20.10,"LAMB,WITH BONE IN, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.41.00.00,"SHEEP CARCASSES AND HALF-CARCASSES, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.30.00.00,"CARCASSES AND HALF-CARCASSES OF LAMB, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.23.40.00,"BONELESS SHEEP MEAT OTHER, FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.23.20.00,"BONELESS LAMB,FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.22.40.00,"OTHER SHEEP CUTS,WITH BONE IN,FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.22.20.90,"LAMB CUTS WITH BONE IN, FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.22.20.30,"LAMB CUTS WITH BONE IN, FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.22.20.20,"LAMB CUTS WITH BONE IN, FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.22.20.10,"LAMB CUTS WITH BONE IN, FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.21.00.00,"SHEEP CARCASSES AND HALF-CARCASSES,FRSH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0204.10.00.00,"LAMB CARCASSES/HALF-CARCASSES, FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0203.29.40.00,"FROZEN SWINE MEAT,OTHER",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0203.29.20.00,"FROZEN PROCESSED MEAT OF SWINE, OTHER",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0203.22.90.00,"OTHER HAMS, SHOULDERS AND CUTS THEREOF, WITH BONE IN,FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0203.22.10.00,"FROZEN PROCESSED HAMS,SHOULDERS AND CUTS,WITH BONE IN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0203.21.00.00,"FROZEN SWINE MEAT,CARCASSES AND HALF-CARCASSES",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0203.19.40.90,"MEAT OF SWINE, FRESH OR CHILLED, OTHER",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0203.19.40.10,"MEAT OF SWINE, OTHER, BELLIES",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0203.19.20.90,"PROCESSED MEAT OF SWINE, OTHER,FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0203.19.20.10,PROCESSED SPARE RIBS,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0203.12.90.20,OTHER SHOULDERS AND CUTS THEREOF,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0203.12.90.10,OTHER HAMS AND CUTS THEREOF,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0203.12.10.20,PROCESSED SHOULDERS AND CUTS THEREOF,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0203.12.10.10,PROCESSED HAMS AND CUTS THEREOF,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0203.11.00.00,"MEAT OF SWINE,CARCASSES AND HALF-CARCASSES,FRESH OR CHILLED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.30.50.75,OTHER BONELESS FLANK OR PLATE CUTS,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.30.50.65,OTHER BONELESS HIP CUTS,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.30.50.55,OTHER BONELESS BRISKET CUTS,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.30.50.45,OTHER BONELESS LOIN CUTS,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.30.50.35,OTHER BONELESS CHUCK CUTS,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.30.50.25,OTHER BONELESS RIB CUTS,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.30.50.15,FROZEN BONELESS VEAL CUTS,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.30.30.00,"OTHER BONELESS: PROCESSED: MEAT OF BOVINE ANIMALS, FROZEN:",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.30.10.00,HIGH-QUALITY BEEF CUTS BONELESS: PROCESSED: FROZEN,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.30.06.00,"BOVINE,BONELESS,NOT PROCESSED,FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.30.04.00,"OTHER BONELESS: PROCESSED: MEAT OF BOVINE ANIMALS, FROZEN:",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.30.02.00,HIGH-QUALITY BEEF CUTS BONELESS: PROCESSED: FROZEN,AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.20.80.00,"BOVINE OTH OTH BONE IN, FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.20.50.90,"OTHER CUTS, BOVINE CUTS,WITH BONE IN,FROZEN,OTHER, NOTE 3",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.20.50.45,"LOIN CUTS, BOVINE CUTS,WITH BONE IN,FROZEN,OTHER, NOTE 3",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.20.50.35,"CHUCK CUTS, BOVINE CUTS,WITH BONE IN,FROZEN,OTHER, NOTE 3",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.20.50.25,"RIB CUTS, BOVINE CUTS,WITH BONE IN,FROZEN,OTHER, NOTE 3",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.20.30.00,"OTHER BOVINE CUTS WITH BONE IN,PROCESSED,FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.20.10.00,"HIGH-QUALITY BEEF CUTS WITH BONE IN,PROCESSED,FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.20.06.00,"BOVINE CUTS,WITH BONE IN,FROZEN,NOT PROCESSED",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.20.04.00,"OTHER BOVINE CUTS WITH BONE IN,PROCESSED,FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.20.02.00,"HIGH-QUALITY BEEF CUTS WITH BONE IN,PROCESSED,FROZEN",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
0202.10.50.90,"OTH OTH BOVINE CARCASSES/HALF CARCASSES, FROZ",AQ2,APHIS Data Is Required,AP0300 Animal Product,301,VS,Edible Meat and poultry: Meat and Meat Products,N/A
